Bairro,População,Criticidade,Impacto (m2),Custo (R$ mil)
Bairro 9007,9797,6,1716,61
Bairro 9008,8464,1,2206,136
Bairro 9009,4202,9,2320,47
Bairro 9010,19374,3,1116,22
Bairro 9011,47330,3,2777,117
Bairro 9012,54312,9,2048,98
Bairro 9013,7748,2,1468,131
Bairro 9014,34188,3,1680,106
Bairro 9015,6727,10,2182,81
Bairro 9016,7325,7,2976,44
Bairro 9017,29078,8,2306,21
Bairro 9018,52260,6,1911,148
Bairro 9019,47317,3,1765,39
Bairro 9020,14134,2,2457,60
Bairro 9021,26934,3,1019,59
Bairro 9022,39371,10,822,50
Bairro 9023,9428,9,2165,129
Bairro 9024,9058,5,1287,132
Bairro 9025,21559,1,952,20
Bairro 9026,20813,10,2253,92
Bairro 9027,17521,10,1933,36
Bairro 9028,23774,4,1480,80
Bairro 9029,51823,9,1994,48
Bairro 9030,27455,2,2081,132
Bairro 9031,41314,6,1371,68
Bairro 9032,47143,3,2882,97
Bairro 9033,31162,10,1689,37
Bairro 9034,14291,4,2204,122
Bairro 9035,44187,8,2879,95
Bairro 9036,31505,9,2676,133
Bairro 9037,39106,9,1278,27
Bairro 9038,10355,7,1433,55
Bairro 9039,57169,9,774,91
Bairro 9040,42769,7,2012,70
Bairro 9041,25182,5,1112,23
Bairro 9042,50197,3,1640,89
Bairro 9043,19409,3,1726,143
Bairro 9044,19543,1,2144,76
Bairro 9045,12123,10,1857,146
Bairro 9046,14922,3,1213,26
Bairro 9047,5901,4,1622,28
Bairro 9048,18429,4,2794,130
Bairro 9049,45600,6,1525,21
Bairro 9050,43513,2,2906,121
Bairro 9051,8699,2,1178,148
Bairro 9052,11656,9,1343,67
Bairro 9053,9274,2,1867,143
Bairro 9054,17222,4,1834,52
Bairro 9055,42310,4,1040,68
Bairro 9056,26444,7,615,70
Bairro 9057,25411,8,2584,102
Bairro 9058,11938,5,1851,94
Bairro 9059,15887,10,760,74
Bairro 9060,37582,10,1985,57
Bairro 9061,38383,7,2154,45
Bairro 9062,43848,3,2631,137
Bairro 9063,32758,10,1332,119
Bairro 9064,18608,2,2037,41
Bairro 9065,32805,4,2969,114
Bairro 9066,22681,6,2554,112
Bairro 9067,30757,4,2153,142
Bairro 9068,23945,9,1461,107
Bairro 9069,32118,9,2248,137
Bairro 9070,12608,7,1433,61
Bairro 9071,41825,4,1105,61
Bairro 9072,14542,4,2266,134
Bairro 9073,22434,8,1814,105
Bairro 9074,43940,1,1701,82
Bairro 9075,49599,5,1830,38
Bairro 9076,7295,3,1569,52
Bairro 9077,20022,6,2080,111
Bairro 9078,39031,7,1197,131
Bairro 9079,49754,9,2863,125
Bairro 9080,23677,5,1389,143
Bairro 9081,18450,7,1006,135
Bairro 9082,47055,10,2620,107
Bairro 9083,12169,5,1435,110
Bairro 9084,28477,7,1081,82
Bairro 9085,46165,8,2912,45
Bairro 9086,31230,7,1893,71
Bairro 9087,4749,5,2911,92
Bairro 9088,59051,6,2093,29
Bairro 9089,17790,8,1337,84
Bairro 9090,57709,1,2724,117
Bairro 9091,21558,3,2220,71
Bairro 9092,23786,2,1841,147
Bairro 9093,12649,1,957,132
Bairro 9094,25425,7,1634,55
Bairro 9095,11711,8,835,64
Bairro 9096,14604,1,2251,37
Bairro 9097,26849,10,2045,90
Bairro 9098,47998,1,2413,98
Bairro 9099,41295,4,2430,60
Bairro 9100,7991,5,2775,98
Bairro 9101,45862,2,770,41
Bairro 9102,46495,3,689,86
Bairro 9103,14317,7,1768,103
Bairro 9104,5983,8,1326,93
Bairro 9105,23254,7,1237,20
Bairro 9106,24789,9,1127,128
Bairro 9107,36560,10,1031,104
Bairro 9108,22260,10,2006,137
Bairro 9109,11898,4,591,87
Bairro 9110,20135,7,2835,20
Bairro 9111,28644,7,1511,81
Bairro 9112,22800,5,2389,52
Bairro 9113,11197,8,658,121
Bairro 9114,26129,10,2483,24
Bairro 9115,39900,2,1390,41
Bairro 9116,39951,4,1394,144
Bairro 9117,51750,7,1775,115
Bairro 9118,26340,9,1749,123
Bairro 9119,9296,6,2088,71
Bairro 9120,30356,2,2541,70
Bairro 9121,5410,9,1233,140
Bairro 9122,23702,7,1311,80
Bairro 9123,11196,10,1705,103
Bairro 9124,51132,9,2255,33
Bairro 9125,53374,3,2474,123
Bairro 9126,47375,3,1306,85
Bairro 9127,13616,6,1744,50
Bairro 9128,34589,10,2783,76
Bairro 9129,31301,4,1549,31
Bairro 9130,59266,4,688,136
Bairro 9131,13999,5,1875,102
Bairro 9132,17948,8,715,40
Bairro 9133,50871,5,2180,115
Bairro 9134,15660,9,2102,91
Bairro 9135,49898,2,2561,28
Bairro 9136,5471,8,2031,135
Bairro 9137,59185,6,721,33
Bairro 9138,50696,1,1416,74
Bairro 9139,59127,2,1661,64
Bairro 9140,51608,5,1663,37
Bairro 9141,53233,1,2710,38
Bairro 9142,55516,4,669,56
Bairro 9143,19143,8,2443,38
Bairro 9144,47386,9,1174,123
Bairro 9145,21161,7,2077,56
Bairro 9146,32333,10,1215,104
Bairro 9147,19442,6,2298,34
Bairro 9148,28270,5,1933,38
Bairro 9149,22272,6,1823,46
Bairro 9150,36068,9,2841,82
Bairro 9151,17505,3,2182,110
Bairro 9152,32957,5,2846,55
Bairro 9153,35736,8,2584,74
Bairro 9154,17007,8,504,113
Bairro 9155,51339,6,2136,32
Bairro 9156,14402,7,1734,121
Bairro 9157,27765,5,2614,82
Bairro 9158,53219,4,1740,62
Bairro 9159,49341,6,1067,100
Bairro 9160,54565,4,2367,140
Bairro 9161,24219,7,833,73
Bairro 9162,12936,2,2884,72
Bairro 9163,46776,3,2991,99
Bairro 9164,21529,7,2240,61
Bairro 9165,27735,1,2530,133
Bairro 9166,44873,7,608,141
Bairro 9167,19955,3,1747,95
Bairro 9168,27983,4,2557,135
Bairro 9169,15329,10,1952,41
Bairro 9170,15776,4,2596,75
Bairro 9171,41934,9,1524,115
Bairro 9172,31991,3,737,65
Bairro 9173,35723,9,833,92
Bairro 9174,48828,4,1558,112
Bairro 9175,42819,4,1523,119
Bairro 9176,38544,6,2070,147
Bairro 9177,57680,6,2518,68
Bairro 9178,36149,4,1989,91
Bairro 9179,28125,4,1228,123
Bairro 9180,47123,6,2750,59
Bairro 9181,16313,1,2325,121
Bairro 9182,47101,4,1373,124
Bairro 9183,7842,10,2552,98
Bairro 9184,44782,5,1980,49
Bairro 9185,5588,5,1154,86
Bairro 9186,30429,6,2156,84
Bairro 9187,17964,6,2629,113
Bairro 9188,28962,6,2323,112
Bairro 9189,21086,5,1334,111
Bairro 9190,18892,4,1995,65
Bairro 9191,35442,1,829,86
Bairro 9192,12623,2,1525,123
Bairro 9193,44819,10,1731,122
Bairro 9194,14916,4,2163,55
Bairro 9195,55658,1,1012,88
Bairro 9196,54954,4,2209,33
Bairro 9197,33556,10,1800,102
Bairro 9198,36442,4,1330,139
Bairro 9199,11616,4,2288,142
Bairro 9200,15363,5,1561,62
Bairro 9201,28460,6,2266,76
Bairro 9202,36992,6,1889,148
Bairro 9203,29045,9,2128,115
Bairro 9204,53382,2,1892,127
Bairro 9205,36318,6,1166,113
Bairro 9206,42880,10,753,38
Bairro 9207,12726,1,1191,115
Bairro 9208,58424,3,1354,86
Bairro 9209,10323,3,2181,130
Bairro 9210,20512,7,2939,74
Bairro 9211,41370,5,964,41
Bairro 9212,27380,6,545,111
Bairro 9213,42191,9,1215,32
Bairro 9214,31544,4,2788,75
Bairro 9215,38222,2,1810,123
Bairro 9216,14838,4,680,68
Bairro 9217,46682,6,1054,90
Bairro 9218,29863,1,2305,99
Bairro 9219,9830,3,2916,44
Bairro 9220,31178,9,2444,143
Bairro 9221,4197,7,2901,103
Bairro 9222,42675,6,2654,105
Bairro 9223,56636,5,1610,75
Bairro 9224,37172,6,927,101
Bairro 9225,9891,3,2945,119
Bairro 9226,56562,4,2618,49
Bairro 9227,42642,8,1531,72
Bairro 9228,58271,1,1320,51
Bairro 9229,6467,1,2866,119
Bairro 9230,41809,4,1065,58
Bairro 9231,39239,9,1909,46
Bairro 9232,7911,1,1092,133
Bairro 9233,19025,5,2336,146
Bairro 9234,50988,6,2620,103
Bairro 9235,12090,8,2534,130
Bairro 9236,37648,3,2906,45
Bairro 9237,37706,2,561,72
Bairro 9238,27103,7,1877,63
Bairro 9239,41989,8,1290,89
Bairro 9240,14088,8,2855,115
Bairro 9241,16866,2,1051,117
Bairro 9242,33738,7,1855,75
Bairro 9243,19724,3,1033,136
Bairro 9244,45877,2,1093,122
Bairro 9245,41607,2,2640,54
Bairro 9246,34950,7,2101,32
Bairro 9247,58060,10,2819,35
Bairro 9248,32172,8,2954,109
Bairro 9249,35798,3,840,91
Bairro 9250,21178,3,1900,142
Bairro 9251,46713,6,1721,144
Bairro 9252,38560,1,1808,38
Bairro 9253,46621,2,1444,98
Bairro 9254,36101,7,1666,106
Bairro 9255,42920,7,1701,111
Bairro 9256,51567,7,1348,70
Bairro 9257,37809,3,1058,116
Bairro 9258,14947,3,2885,60
Bairro 9259,58400,5,2489,110
Bairro 9260,21568,4,1648,40
Bairro 9261,31667,4,1772,140
Bairro 9262,12772,5,1075,49
Bairro 9263,43352,8,1084,74
Bairro 9264,51323,8,2661,55
Bairro 9265,40146,4,812,129
Bairro 9266,30491,10,1933,134
Bairro 9267,47286,5,901,65
Bairro 9268,44838,9,2478,115
Bairro 9269,18877,7,740,102
Bairro 9270,24475,1,2541,69
Bairro 9271,36639,1,2671,49
Bairro 9272,37284,5,557,144
Bairro 9273,6077,5,830,107
Bairro 9274,21480,5,1941,39
Bairro 9275,4699,8,2227,86
Bairro 9276,31304,1,1871,105
Bairro 9277,19133,4,1354,115
Bairro 9278,49292,2,2590,28
Bairro 9279,5058,5,1892,107
Bairro 9280,5955,2,2951,41
Bairro 9281,23997,7,1618,33
Bairro 9282,57942,10,1950,69
Bairro 9283,45300,3,2318,137
Bairro 9284,55113,7,1809,55
Bairro 9285,26692,6,2846,62
Bairro 9286,50451,10,619,48
Bairro 9287,13094,7,1125,72
Bairro 9288,57786,9,1746,115
Bairro 9289,13519,8,2365,91
Bairro 9290,6441,10,1674,52
Bairro 9291,26552,3,931,23
Bairro 9292,45987,7,2135,132
Bairro 9293,28373,4,642,20
Bairro 9294,39161,8,2178,48
Bairro 9295,19808,2,2023,107
Bairro 9296,33632,2,2440,75
Bairro 9297,40370,4,781,43
Bairro 9298,24374,10,700,108
Bairro 9299,31130,6,2130,95
Bairro 9300,46227,9,552,72
Bairro 9301,40291,9,1861,41
Bairro 9302,32445,7,1330,33
Bairro 9303,48584,3,2757,127
Bairro 9304,24971,1,852,145
Bairro 9305,24481,6,2479,86
Bairro 9306,12340,4,1734,89
Bairro 9307,37879,4,1354,40
Bairro 9308,55764,7,1685,126
Bairro 9309,53003,1,1518,106
Bairro 9310,51560,6,1842,136
Bairro 9311,49145,7,2684,45
Bairro 9312,12614,9,1933,40
Bairro 9313,11129,7,2448,62
Bairro 9314,32868,1,513,88
Bairro 9315,52194,6,2494,76
Bairro 9316,47182,2,2302,61
Bairro 9317,5877,6,2904,92
Bairro 9318,23269,5,1903,85
Bairro 9319,32862,6,2315,62
Bairro 9320,18769,4,1526,138
Bairro 9321,18025,7,2208,63
Bairro 9322,55390,6,1735,61
Bairro 9323,9415,8,2499,98
Bairro 9324,45110,1,556,86
Bairro 9325,46273,5,2838,145
Bairro 9326,8193,5,2625,63
Bairro 9327,6809,4,2230,145
Bairro 9328,35539,2,817,144
Bairro 9329,21878,9,1527,118
Bairro 9330,55171,10,2011,122
Bairro 9331,26168,9,1463,99
Bairro 9332,27809,4,2301,96
Bairro 9333,49510,10,1163,21
Bairro 9334,11851,9,1962,148
Bairro 9335,28865,6,2460,134
Bairro 9336,4737,7,622,142
Bairro 9337,52790,5,594,131
Bairro 9338,33940,5,1360,133
Bairro 9339,40483,2,2344,62
Bairro 9340,50801,2,2928,57
Bairro 9341,59259,7,633,117
Bairro 9342,37621,10,1123,127
Bairro 9343,18535,6,564,47
Bairro 9344,53701,4,1903,110
Bairro 9345,53330,9,2702,113
Bairro 9346,59015,10,1122,97
Bairro 9347,55577,10,895,60
Bairro 9348,15337,5,1076,73
Bairro 9349,43501,6,1191,75
Bairro 9350,54434,2,2735,33
Bairro 9351,47036,1,673,132
Bairro 9352,57870,2,1972,91
Bairro 9353,34345,8,1121,141
Bairro 9354,54528,5,1836,146
Bairro 9355,31637,3,1626,128
Bairro 9356,40873,3,1502,124
Bairro 9357,13448,3,1646,51
Bairro 9358,38261,1,2485,118
Bairro 9359,9244,10,1488,99
Bairro 9360,16342,5,2412,81
Bairro 9361,59372,5,2954,126
Bairro 9362,47985,8,1664,46
Bairro 9363,27022,4,2070,110
Bairro 9364,14337,3,2970,86
Bairro 9365,47728,5,2274,32
Bairro 9366,45968,8,2954,62
Bairro 9367,41615,9,2359,68
Bairro 9368,25195,7,1052,105
Bairro 9369,7824,9,2322,102
Bairro 9370,53803,2,2528,138
Bairro 9371,22441,2,1446,66
Bairro 9372,59219,6,1213,139
Bairro 9373,18545,6,840,88
Bairro 9374,50895,4,912,68
Bairro 9375,56659,1,2304,41
Bairro 9376,25397,6,2020,107
Bairro 9377,47884,7,1124,68
Bairro 9378,55688,1,2915,57
Bairro 9379,12340,7,1549,55
Bairro 9380,11149,2,500,24
Bairro 9381,33605,7,2546,122
Bairro 9382,39004,10,772,59
Bairro 9383,6070,4,2876,25
Bairro 9384,20076,3,1456,28
Bairro 9385,52327,4,2509,126
Bairro 9386,12017,10,787,67
Bairro 9387,29729,9,2976,31
Bairro 9388,34685,1,898,97
Bairro 9389,12367,10,2401,42
Bairro 9390,5781,8,1501,25
Bairro 9391,57666,3,2483,73
Bairro 9392,51882,5,2940,148
Bairro 9393,15051,8,1821,137
Bairro 9394,46101,6,2817,126
Bairro 9395,39498,3,1267,142
Bairro 9396,15945,1,2897,102
Bairro 9397,52074,2,2891,141
Bairro 9398,41176,3,765,146
Bairro 9399,42687,7,2348,59
Bairro 9400,38795,5,548,23
Bairro 9401,29031,4,2254,47
Bairro 9402,35211,8,705,140
Bairro 9403,46548,10,587,62
Bairro 9404,53029,5,2853,40
Bairro 9405,34333,2,1880,52
Bairro 9406,41112,8,1805,145
Bairro 9407,43163,10,2987,39
Bairro 9408,33135,10,2838,21
Bairro 9409,13875,8,2605,42
Bairro 9410,16526,8,2774,139
Bairro 9411,28797,7,1673,75
Bairro 9412,12255,2,2646,138
Bairro 9413,23436,1,2029,44
Bairro 9414,21832,5,1078,122
Bairro 9415,49850,1,2921,70
Bairro 9416,48352,3,1621,91
Bairro 9417,24790,5,2191,98
Bairro 9418,10153,1,2644,59
Bairro 9419,13731,6,1916,130
Bairro 9420,24021,5,2416,84
Bairro 9421,17176,5,2605,85
Bairro 9422,51082,6,1772,65
Bairro 9423,47377,7,2145,119
Bairro 9424,32078,4,2161,115
Bairro 9425,42066,8,1312,70
Bairro 9426,39760,5,2642,95
Bairro 9427,6762,1,1626,53
Bairro 9428,32596,3,2280,97
Bairro 9429,35494,10,789,111
Bairro 9430,41079,2,2449,83
Bairro 9431,16062,2,1690,74
Bairro 9432,32955,8,2879,111
Bairro 9433,24734,2,855,83
Bairro 9434,27698,8,1306,82
Bairro 9435,26109,6,1887,89
Bairro 9436,31198,1,1615,66
Bairro 9437,32745,10,1191,109
Bairro 9438,21658,7,1853,110
Bairro 9439,5421,7,1895,139
Bairro 9440,45285,9,1048,102
Bairro 9441,50717,8,1881,62
Bairro 9442,39659,8,1860,46
Bairro 9443,27448,10,1603,115
Bairro 9444,11239,10,2286,115
Bairro 9445,14857,1,1413,65
Bairro 9446,10512,9,1605,137
Bairro 9447,14908,4,1698,111
Bairro 9448,22602,9,1770,75
Bairro 9449,13174,9,1184,126
Bairro 9450,5260,4,926,76
Bairro 9451,50179,3,1036,103
Bairro 9452,53748,5,2012,41
Bairro 9453,6819,9,2498,43
Bairro 9454,35335,6,2752,149
Bairro 9455,14506,1,2371,29
Bairro 9456,29190,4,2669,109
Bairro 9457,14377,5,1276,90
Bairro 9458,26973,2,1201,87
Bairro 9459,40562,2,2483,132
Bairro 9460,39014,3,2635,35
Bairro 9461,8902,6,1238,63
Bairro 9462,57365,1,607,123
Bairro 9463,55920,4,1248,49
Bairro 9464,28028,10,956,31
Bairro 9465,4949,1,1257,130
Bairro 9466,15614,8,1435,35
Bairro 9467,20530,5,1209,45
Bairro 9468,12765,7,2383,120
Bairro 9469,50748,3,1387,148
Bairro 9470,28267,10,2448,22
Bairro 9471,24838,10,2779,131
Bairro 9472,29699,7,1538,88
Bairro 9473,45839,10,1161,61
Bairro 9474,27048,3,1194,64
Bairro 9475,30897,3,882,116
Bairro 9476,7680,2,2713,75
Bairro 9477,42598,3,2536,32
Bairro 9478,23233,4,1121,54
Bairro 9479,11159,10,2992,23
Bairro 9480,58783,1,2295,24
Bairro 9481,33795,8,2023,33
Bairro 9482,17652,9,1807,26
Bairro 9483,7842,10,2263,28
Bairro 9484,21151,7,874,101
Bairro 9485,30585,5,1587,128
Bairro 9486,48324,6,1924,34
Bairro 9487,13300,8,706,58
Bairro 9488,14004,2,2953,99
Bairro 9489,34626,2,2260,31
Bairro 9490,27782,3,2619,114
Bairro 9491,53177,10,1284,82
Bairro 9492,27419,3,2008,21
Bairro 9493,18179,9,2297,101
Bairro 9494,14892,5,791,142
Bairro 9495,9514,2,904,132
Bairro 9496,20250,3,2977,124
Bairro 9497,58225,10,1654,38
Bairro 9498,8254,2,1159,50
Bairro 9499,28772,8,848,50
Bairro 9500,44384,1,2329,139
Bairro 9501,53390,4,2635,59
Bairro 9502,22111,7,1133,122
Bairro 9503,37178,2,2712,145
Bairro 9504,4327,3,2465,95
Bairro 9505,11127,3,831,42
Bairro 9506,7162,7,1215,133
Bairro 9507,13439,1,805,114
Bairro 9508,8461,9,1193,71
Bairro 9509,22095,6,2307,129
Bairro 9510,59279,4,1278,75
Bairro 9511,10816,7,2867,78
Bairro 9512,10914,6,1337,48
Bairro 9513,54455,9,2961,91
Bairro 9514,47918,6,2251,65
Bairro 9515,25723,7,2918,52
Bairro 9516,41561,10,2529,36
Bairro 9517,34058,1,1372,22
Bairro 9518,26202,3,1028,103
Bairro 9519,22443,3,1484,37
Bairro 9520,6003,10,1189,126
Bairro 9521,28513,5,515,102
Bairro 9522,36524,6,1444,145
Bairro 9523,18162,6,1748,76
Bairro 9524,10155,10,1568,46
Bairro 9525,12376,5,524,67
Bairro 9526,26186,4,997,115
Bairro 9527,28693,9,1615,94
Bairro 9528,7962,5,2998,23
Bairro 9529,58554,9,1017,58
Bairro 9530,17016,6,762,106
Bairro 9531,47870,3,1400,129
Bairro 9532,17240,5,1202,69
Bairro 9533,58434,10,641,48
Bairro 9534,38627,3,826,75
Bairro 9535,57368,8,1137,118
Bairro 9536,22597,7,2804,137
Bairro 9537,34760,6,1736,131
Bairro 9538,13267,7,1807,49
Bairro 9539,59405,1,664,24
Bairro 9540,14086,10,1426,49
Bairro 9541,46753,5,2131,66
Bairro 9542,57386,6,2542,80
Bairro 9543,19921,9,2849,134
Bairro 9544,7317,10,1525,37
Bairro 9545,30334,4,1997,117
Bairro 9546,14859,7,1373,24
Bairro 9547,12132,8,1231,48
Bairro 9548,23975,10,2905,85
Bairro 9549,51680,3,2416,129
Bairro 9550,27715,1,1128,55
Bairro 9551,17690,4,1685,105
Bairro 9552,49895,10,579,23
Bairro 9553,30505,4,1877,117
Bairro 9554,6226,5,2197,74
Bairro 9555,47985,6,1582,79
Bairro 9556,36996,5,653,35
Bairro 9557,40577,8,1708,130
Bairro 9558,56842,9,1413,82
Bairro 9559,18130,5,1797,113
Bairro 9560,53390,4,2665,43
Bairro 9561,25859,2,2159,36
Bairro 9562,10106,9,1968,33
Bairro 9563,41323,3,535,58
Bairro 9564,23077,7,930,114
Bairro 9565,49354,2,1472,139
Bairro 9566,11193,3,960,92
Bairro 9567,49442,9,2103,135
Bairro 9568,23896,9,2956,85
Bairro 9569,15665,7,598,74
Bairro 9570,12120,1,2123,116
Bairro 9571,4170,4,1063,129
Bairro 9572,14545,3,510,57
Bairro 9573,43501,4,2772,50
Bairro 9574,11465,3,1974,46
Bairro 9575,54463,3,2712,72
Bairro 9576,9479,5,2690,96
Bairro 9577,36610,7,1950,103
Bairro 9578,4734,1,2047,117
Bairro 9579,43324,6,806,136
Bairro 9580,14509,5,2068,139
Bairro 9581,22050,4,688,59
Bairro 9582,28429,9,1069,68
Bairro 9583,47206,4,2677,71
Bairro 9584,50398,5,773,143
Bairro 9585,55954,7,1302,103
Bairro 9586,38764,9,1206,50
Bairro 9587,53530,2,615,43
Bairro 9588,23882,2,2693,111
Bairro 9589,37360,1,755,145
Bairro 9590,40964,3,1405,96
Bairro 9591,37534,1,2131,36
Bairro 9592,27673,3,843,68
Bairro 9593,34777,8,2293,49
Bairro 9594,22733,2,1119,35
Bairro 9595,17653,4,1269,122
Bairro 9596,40684,2,828,148
Bairro 9597,39920,9,2882,37
Bairro 9598,10044,10,543,120
Bairro 9599,32174,3,1307,93
Bairro 9600,41613,5,2658,51
Bairro 9601,29475,3,2721,142
Bairro 9602,27128,8,2297,23
Bairro 9603,50446,6,1232,27
Bairro 9604,49375,8,2803,103
Bairro 9605,58830,2,2975,123
Bairro 9606,41156,5,967,105
Bairro 9607,59140,1,2861,23
Bairro 9608,51548,9,674,100
Bairro 9609,29373,10,2471,119
Bairro 9610,47425,1,2922,114
Bairro 9611,27658,6,1570,90
Bairro 9612,49152,7,641,42
Bairro 9613,10832,9,1267,122
Bairro 9614,58604,9,1046,96
Bairro 9615,6566,7,1325,149
Bairro 9616,36426,6,2158,84
Bairro 9617,16458,7,1402,99
Bairro 9618,27635,4,786,91
Bairro 9619,31719,9,2883,136
Bairro 9620,38454,6,2212,66
Bairro 9621,46123,9,1268,83
Bairro 9622,14495,10,1919,51
Bairro 9623,5901,10,763,83
Bairro 9624,27627,4,2703,90
Bairro 9625,44829,2,1544,91
Bairro 9626,16512,7,2785,94
Bairro 9627,32793,10,2633,89
Bairro 9628,29547,10,2904,96
Bairro 9629,42713,1,919,118
Bairro 9630,30129,7,1416,141
Bairro 9631,18561,1,1172,134
Bairro 9632,39827,3,852,84
Bairro 9633,13413,8,2747,138
Bairro 9634,34325,2,635,103
Bairro 9635,21967,6,1746,124
Bairro 9636,45850,3,2157,147
Bairro 9637,12945,7,1174,142
Bairro 9638,50062,2,926,128
Bairro 9639,38813,2,2939,110
Bairro 9640,48239,9,1990,99
Bairro 9641,44333,6,2374,25
Bairro 9642,50983,8,1766,98
Bairro 9643,59235,7,2573,120
Bairro 9644,6735,6,1487,96
Bairro 9645,27536,6,1017,120
Bairro 9646,30858,8,1717,131
Bairro 9647,32804,10,1079,101
Bairro 9648,49415,7,1367,135
Bairro 9649,43941,9,2004,101
Bairro 9650,56521,6,1576,105
Bairro 9651,31502,3,531,131
Bairro 9652,18531,4,2550,125
Bairro 9653,56288,10,1550,122
Bairro 9654,43339,3,2649,52
Bairro 9655,22451,10,1070,26
Bairro 9656,22126,4,1141,79
Bairro 9657,34826,7,660,63
Bairro 9658,8157,7,1273,139
Bairro 9659,41645,10,527,90
Bairro 9660,35499,3,1470,112
Bairro 9661,28188,4,1539,103
Bairro 9662,32649,10,1882,140
Bairro 9663,51605,7,1061,60
Bairro 9664,10847,8,1375,107
Bairro 9665,21637,1,1436,96
Bairro 9666,38738,5,2559,122
Bairro 9667,26188,1,2519,49
Bairro 9668,49601,10,2665,144
Bairro 9669,37497,9,1758,61
Bairro 9670,34218,6,1529,65
Bairro 9671,18621,3,1365,20
Bairro 9672,32491,6,2224,96
Bairro 9673,13425,1,2026,140
Bairro 9674,21001,1,645,42
Bairro 9675,41649,6,750,102
Bairro 9676,15210,1,1601,42
Bairro 9677,12788,8,1501,97
Bairro 9678,23759,5,820,102
Bairro 9679,13014,1,1072,82
Bairro 9680,57503,7,1635,97
Bairro 9681,51810,7,1417,24
Bairro 9682,50189,9,2815,113
Bairro 9683,19840,5,1012,55
Bairro 9684,10791,3,740,147
Bairro 9685,11003,2,662,130
Bairro 9686,47239,4,2135,97
Bairro 9687,39319,1,735,128
Bairro 9688,10621,9,1722,77
Bairro 9689,15014,2,1372,119
Bairro 9690,9252,10,949,24
Bairro 9691,55785,6,622,124
Bairro 9692,53788,8,2102,146
Bairro 9693,53007,3,770,76
Bairro 9694,24398,10,2680,114
Bairro 9695,39662,8,1305,59
Bairro 9696,37454,7,1297,54
Bairro 9697,45233,10,1735,107
Bairro 9698,48600,8,2872,37
Bairro 9699,22501,4,2862,112
Bairro 9700,21904,8,541,146
Bairro 9701,4645,6,1584,22
Bairro 9702,24215,2,1581,71
Bairro 9703,20861,10,1646,65
Bairro 9704,52675,7,2837,51
Bairro 9705,58227,3,1068,23
Bairro 9706,32974,8,786,113
Bairro 9707,28895,2,2409,147
Bairro 9708,38508,3,2986,48
Bairro 9709,10714,5,2647,145
Bairro 9710,59062,3,2476,127
Bairro 9711,25504,9,2885,46
Bairro 9712,40768,9,1569,21
Bairro 9713,12668,3,2447,65
Bairro 9714,49260,9,2580,138
Bairro 9715,47661,8,1697,23
Bairro 9716,36593,4,608,24
Bairro 9717,7262,9,1973,127
Bairro 9718,11437,7,504,104
Bairro 9719,23832,4,1286,34
Bairro 9720,36874,9,603,54
Bairro 9721,12069,9,1366,61
Bairro 9722,29932,2,1911,91
Bairro 9723,14180,5,2419,24
Bairro 9724,34250,4,2371,71
Bairro 9725,57352,2,2234,77
Bairro 9726,44227,2,2911,89
Bairro 9727,8823,6,1590,83
Bairro 9728,45233,9,2190,27
Bairro 9729,4552,7,1704,141
Bairro 9730,34084,6,2665,93
Bairro 9731,16581,9,2638,67
Bairro 9732,7820,9,2502,83
Bairro 9733,19591,6,1549,105
Bairro 9734,7710,2,2999,41
Bairro 9735,4311,9,2400,95
Bairro 9736,34826,10,2514,46
Bairro 9737,33261,4,2908,134
Bairro 9738,46946,8,583,38
Bairro 9739,41401,9,2154,22
Bairro 9740,4183,8,2963,128
Bairro 9741,58739,3,522,52
Bairro 9742,40816,3,868,20
Bairro 9743,45692,4,852,53
Bairro 9744,17387,10,680,46
Bairro 9745,37918,8,590,34
Bairro 9746,37231,6,2370,44
Bairro 9747,4815,6,1713,100
Bairro 9748,55390,3,1474,144
Bairro 9749,52598,1,2259,139
Bairro 9750,46480,10,579,77
Bairro 9751,18899,5,1336,133
Bairro 9752,47194,1,1820,90
Bairro 9753,45106,3,2277,28
Bairro 9754,9160,9,2285,141
Bairro 9755,51354,3,2129,68
Bairro 9756,53761,5,1510,93
Bairro 9757,21993,3,2631,89
Bairro 9758,51891,2,2458,115
Bairro 9759,29220,7,2713,81
Bairro 9760,27267,6,1438,126
Bairro 9761,45707,4,2232,52
Bairro 9762,39725,5,837,53
Bairro 9763,29248,10,1564,57
Bairro 9764,9788,7,1781,84
Bairro 9765,58170,2,562,98
Bairro 9766,11003,9,1612,123
Bairro 9767,54108,2,641,62
Bairro 9768,54811,6,2149,86
Bairro 9769,42701,7,2734,112
Bairro 9770,32865,1,1176,103
Bairro 9771,34894,4,1468,75
Bairro 9772,4184,8,2786,26
Bairro 9773,14660,4,730,125
Bairro 9774,39594,1,643,47
Bairro 9775,8311,5,2210,141
Bairro 9776,43417,9,825,138
Bairro 9777,32030,4,1715,99
Bairro 9778,40885,1,2808,59
Bairro 9779,40068,10,2908,95
Bairro 9780,19808,6,1689,23
Bairro 9781,19445,9,2756,94
Bairro 9782,19481,1,1936,61
Bairro 9783,42998,3,2730,133
Bairro 9784,50163,8,1277,142
Bairro 9785,28888,10,2848,74
Bairro 9786,13414,10,1759,59
Bairro 9787,30713,4,564,68
Bairro 9788,34446,8,1138,133
Bairro 9789,24515,10,1032,41
